Age,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005452562704472031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002100840336133976,0.0,0.0,0.0,0.0,0.0,0.0,0.00010473397570169383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.007787109009079e-06,0.0,0.0,0.0,0.0,4.699093544906483e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.093445166195708e-06,0.0,0.0,0.0,0.0,0.0,8.371353229340873e-06,4.3021484928947785e-06,0.0,0.0,5.223295899769725e-06,5.8992873661505615e-06,0.0,8.201225263143808e-06,0.00017199514366647657,1.2545634746367173e-05,1.6145698785814083e-05,7.138098410585584e-05,0.00025419420437208253,0.0001982750074352677,0.0006184291898577437,0.002048131080389087,0.0019841269841269276,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005455537370429748,0.0,0.0003653635367190977,0.0,0.0,0.0,0.0,0.00028232636928293914,0.0,0.0006706908115359074,0.00021012817818881452,0.0002880184331797726,0.00033456005352966564,0.0,0.00023496240601498416,0.0,0.0,0.00010474494605632896,0.0,0.0,0.0,0.0,0.0,6.426322215804667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.776609163746835e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.576913717540721e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.007812186938865e-06,0.0,0.0,0.0,0.0,1.4097346879231836e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.352746583030591e-06,4.304611530269805e-06,4.093461922766115e-06,0.0,0.0,8.54434300419881e-06,0.0,0.0,8.371423309269243e-06,4.302167001675177e-06,4.419811362499288e-06,4.852319651462314e-06,5.2233231825992725e-06,1.179864433574436e-05,1.353647063598645e-05,0.00022143489813985736,0.0002732157493701043,0.0001003663371305036,0.0001291676757891044,0.0005948839976204424,0.0010170353419781722,0.0021814576103123223,0.0037128712871287305,0.004617752693689042,0.001988071570576682,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005458515283843726,0.0,0.00036549707602330874,0.0,0.0,0.00030788177339906726,0.0,0.0005648121999435028,0.0,0.0006711409395973409,0.0006305170239595036,0.0002881014116968518,0.0003346720214189333,0.0,0.0004700352526440284,0.0,0.00012106537530263591,0.00020951183741893325,0.0,0.0,0.0,0.0,0.0,6.426735218497308e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5378192881955856e-05,0.0,0.0,2.5555839509281396e-05,0.0,1.776640727720121e-05,0.0,0.0,0.0,0.0,7.535454312622745e-06,0.0,0.0,0.0,0.0,6.784306542180842e-06,0.0,6.651943698021139e-06,0.0,1.3153913947071032e-05,6.315523556971794e-06,1.8784634169295112e-05,0.0,5.761995033223167e-06,2.2036503467954647e-05,2.2193986539306792e-05,0.0,1.0015674530622233e-05,1.474273920097929e-05,4.921187187250749e-06,9.776700168141458e-06,9.810269389979605e-06,1.8796727489829514e-05,4.518793662893085e-06,0.0,4.131446088699867e-06,8.353974612362327e-06,0.0,0.0,1.363791339928299e-05,4.353542477450601e-06,8.705531059253448e-06,1.2913890180309226e-05,1.6373914716435416e-05,1.6546360834733807e-05,2.0494239069308123e-05,2.563324803142474e-05,2.114522540801054e-05,2.911123402521033e-05,2.092873347688674e-05,1.7208742040925506e-05,1.7679323589047323e-05,0.0001843890414680367,0.00013058376164803352,0.0006371343114523819,0.0011032372907740689,0.0009515606414830624,0.0012955990121058453,0.0012421580928481577,0.003035832512474394,0.003285714285714221,0.008908119114278442,0.032097783961045546,0.009937888198757728,0.011340206185567097,0.021912350597609535,0.4285714285714286
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005175983436853885,0.0005461496450026066,0.0,0.0003656307129799527,0.0,0.0,0.00030797659377880277,0.0,0.0005651313930488678,0.0002569373072969611,0.0011193194537720303,0.0006309148264984466,0.0005763688760806753,0.0006695681285570616,0.0002903600464576569,0.0004702562896777675,0.0002307869836140717,0.00012108003390238196,0.00020955574182727845,0.0,9.300595238093123e-05,0.0,0.0,0.0,0.00012854296548618453,0.0,0.0,0.0,4.970673029134925e-05,4.795473073425235e-05,4.711647191864702e-05,0.0,0.0,0.0,3.537944454265633e-05,3.1348945107940096e-05,2.8657400773697693e-05,2.5556492627068093e-05,0.0,1.7766722927923622e-05,0.0,0.0,0.0,8.879180984329853e-06,7.535511095930434e-06,0.0,1.3700694625192577e-05,1.3866259923017035e-05,2.7927695197083818e-05,2.035305770757955e-05,0.0,1.9955963839672525e-05,1.326066488971345e-05,2.6308173949598303e-05,3.157781721482498e-05,3.7569974076649546e-05,4.0754778497778866e-05,8.643042350899136e-05,8.263870907323946e-05,5.548619780833556e-05,3.6370249136206584e-05,5.508676164968921e-05,6.388614506081021e-05,7.381817108092169e-05,7.332596814725279e-05,5.8862193793980544e-05,5.6391242439946485e-05,4.066932674187342e-05,2.5391558999464882e-05,3.3051705261568634e-05,2.0885111004273814e-05,1.32754523610714e-05,2.7468125529283706e-05,4.091429818338863e-05,3.0474930016499996e-05,3.9175230807274826e-05,6.457028475489313e-05,8.18709141295428e-05,0.00010341646638341333,0.00010657222727769075,0.00012389720804065698,0.0001353323042441211,0.0001705136202953402,0.00015487586908372465,0.00011185874821446838,0.0006541465376641906,0.0006746000931822418,0.002267230165654075,0.0035596011829919,0.003943516912402502,0.00484444407951454,0.005928973932784618,0.007085338123892984,0.011661996469006654,0.025584061917729682,0.07746961136791641,0.09691991786447625,0.06681304893350067,0.10583941605839416,0.15478615071283092,
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005178663904711407,0.0005464480874317871,0.0,0.00036576444769560084,0.0003518648838846483,0.0,0.0003080714725816915,0.0002741979709349527,0.0005654509471303204,0.0002570033410435796,0.0015688032272523531,0.0012626262626263104,0.0011534025374856645,0.0006700167504187414,0.0008713331397036642,0.000705716302046604,0.00046168051708225783,0.00036328408815704884,0.0003143994969607334,0.00010589854918985202,0.0001860292065853916,8.448086508403925e-05,0.000149666990945113,0.0,0.0001285594909043868,6.032818532826763e-05,5.450482367696976e-05,5.148005148012171e-05,9.94184023462517e-05,0.000191828122002642,4.711869198502479e-05,4.4462229336239576e-05,0.0,0.00011422479439540472,7.076139258418996e-05,6.269985579041721e-05,2.865822204403472e-05,2.5557145777913032e-05,2.2751575546565217e-05,5.3301115770039615e-05,2.9623046730302334e-05,0.0,0.0,2.6637779474767595e-05,3.0142271521527037e-05,3.635596855938484e-05,3.425220584208115e-05,2.773290439769487e-05,3.491059396887119e-05,4.070694392628347e-05,3.442009031834204e-05,4.656484487254537e-05,3.978252221200472e-05,7.892659826363877e-05,6.31576288100299e-05,0.00016280933774173202,0.00019795984908466328,0.0002650762094101635,0.0001708007801739263,0.00014982104708259072,0.0001454862879173638,0.00020032653224745422,0.00018184141462789527,0.0001870198388676799,0.000175995228573732,0.00018150244783029208,0.00015978419734295117,0.00013105093814389144,0.00010156881498820226,6.610559542537256e-05,5.847953216374269e-05,6.195293347139987e-05,6.86722001199974e-05,0.00011365547842133779,0.00011319604684587532,0.00015670706226509774,0.0002066382539068171,0.0001801307585552769,0.00025236227639059515,0.00027465770271375224,0.0003375549060827005,0.000406051864666205,0.00032028751003498207,0.00034329158014614636,0.0008691536508756703,0.0012870354399141012,0.003729802971215458,0.006372094727968703,0.0077015130511025225,0.009231166922898933,0.01073441200009913,0.014141084591621363,0.017447524577096803,0.03657877054687887,0.08827927729155943,0.12967430639324498,0.12744429286039125,0.1223529411764706,0.16618075801749274,,
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005181347150259951,0.0005467468562054525,0.0,0.0007317965605561445,0.00035198873636035644,0.0,0.0006163328197226327,0.0002742731760835349,0.0008486562942008808,0.0002570694087403015,0.0020202020202020965,0.0018963337547409063,0.0011547344110854176,0.0006704659738519413,0.0011627906976745012,0.0009416195856873555,0.0004618937644340751,0.0006056935190792081,0.0004193311667890431,0.0003177292946410622,0.0001860638198903281,0.0002534640081109251,0.0004490681835192147,0.00021216407355016394,0.00038572806171660676,0.0004826546003015494,0.00038155456230240927,0.0001029654036243588,0.0002982848620431835,0.00043169608595546553,0.00023560456130432828,4.446420631383642e-05,0.00017072858423317641,0.00019039640531588495,0.00014153280022653292,0.0001567594682717981,2.8659043361080478e-05,5.1115597924613746e-05,6.825627957774184e-05,0.0001243758995042732,7.405981070317773e-05,4.1363905855675034e-05,8.722958827634333e-05,7.103597083971782e-05,7.535795026380765e-05,0.00010180041301881854,8.220810983005966e-05,9.706785736571701e-05,9.077071317861268e-05,0.00010177150262221366,9.637957028480163e-05,0.00011309131791304792,0.00017902847215768488,0.0001973320704080588,0.0003158080897400957,0.00038203795327865995,0.0004251155965012828,0.0005475851494908506,0.00045187279229820396,0.0004439807312363047,0.00042093228706538855,0.00047587084364395936,0.00047189056071414556,0.00041841210146240174,0.00039605896877988506,0.0004121344146955357,0.0003337203235676369,0.0003073321311223663,0.00022855304758549863,0.00017767053272230694,0.00015873944173847794,0.00017259386450935868,0.00017398152133108353,0.0002728041538978836,0.0002699595931446096,0.0003047559340334013,0.0004908672849873055,0.0004053672258549991,0.0004758850427262307,0.0005863707749525666,0.0007522749907033576,0.0008505164454335652,0.0007656075761861546,0.0013987654010770418,0.0015546406669881862,0.005447057260528779,0.010105244685362681,0.012667832978521632,0.015331526346583179,0.01746026296817602,0.02062586531885433,0.027798461156614544,0.044876252285662804,0.09558235664347556,0.13253562785695092,0.15821738898661977,0.16833876221498362,0.18345461509000388,,,
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009460737937558861,0.0,0.0006868131868131672,0.000518403317781116,0.0005470459518600495,0.0,0.0007323324789455661,0.000704225352112656,0.0,0.0012334258402713187,0.0002743484224965083,0.001132502831257046,0.0005142710208278595,0.002474134053081396,0.0027443529660121243,0.0017341040462427253,0.001006373700100542,0.001746216530849776,0.0009425070688031767,0.0006931608133087138,0.0008484848484848484,0.0007341373885684321,0.0003178302786311387,0.00046524611519483235,0.0009296036508069881,0.0008985398727068854,0.0007073636556554368,0.0009003794456235128,0.0009054143779804047,0.0009269862042640126,0.00061785603954281,0.000696205679049182,0.0007677911608042394,0.00028279210067392354,0.0003557294677398446,0.00042689434364998546,0.00034277879341862986,0.00017694104324429442,0.0002194976639177197,0.00020061905307806947,0.0001533546325879059,0.00029579740153363716,0.00026655293741333796,0.00020738282870178348,0.00023440516242908933,0.00018693685273112474,0.00017760254326843576,0.00018840907378093845,0.0002981601338083709,0.00016442973711800764,0.00023575910966275733,0.00023742187772765678,0.00026463283889979365,0.00026162690626188356,0.00033931232701722084,0.00041780790121164293,0.0005131646469033205,0.0008276785827110179,0.000989919114836837,0.0008564187713012322,0.0009688916571507665,0.0008765884720346425,0.0009827436871210405,0.001013782239575015,0.0009471832574083262,0.0008802946774137667,0.0008765709333018519,0.0008804797636399923,0.0007706164440714429,0.0006300486171843923,0.0005334755934916635,0.00048261118049244047,0.00041739331674783354,0.0004303357454416923,0.0004514772601526733,0.00039381617027510517,0.0006048808884927095,0.000561841795803204,0.0006488925277193427,0.0009089812517231246,0.0008315446248627746,0.0009770638403576145,0.0012883108357609426,0.001441520055094453,0.0014991995798855002,0.00213201858853722,0.0024953029591357444,0.007711982471198709,0.014342327900970637,0.01837315579017866,0.022026173092523766,0.026708300491117422,0.03067741890399862,0.037632531403023174,0.056580291039060523,0.10186995267819819,0.13728182365332536,0.15938749573788774,0.2026470774491798,0.23296255679147737,,,,
